,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w543,Viña Tarapaca's Guest House - La Casona,https://www.wine.com/product/product/vina-tarapaca-gran-reserva-etiqueta-azul-2020/1132405,Other Red Blends,8,Maipo Valley,$46.99,"Maipo Valley, Chile",1132405,C/I: Long Tail,In Stock,CGM54929_2020,Vina Tarapaca Viña Tarapaca's Guest House - La Casona Winery Image,Wine:Product Detail:Vina Tarapaca Gran Reserva Etiqueta Azul 2020,NY,PA,USD,46.99,5,1,5,1,winery-image,2020-04-13T23:39:05+0000,750,14,93.0,93,,97,,,,,,,,,
w544,Vendemiaire Blanc de Blancs Brut Premier Cru,https://www.wine.com/product/product/champagne-doyard-vendemiaire-blanc-de-blancs-brut-premier-cru/999090,Non-Vintage Sparkling Wine,61,Champagne,$66.99,"Champagne, France",999090,C/I: Long Tail,In Stock,SKRFRKDY01NV_0,"Champagne Doyard Vendemiaire Blanc de Blancs Brut Premier Cru from Champagne, France - An incisive, vinous Champagne that shows gorgeous notes of citrus peel, almond, oyster shells, and blood orange. Texturally elegant, this wine is downright elec...",Wine:Product Detail:Champagne Doyard Vendemiaire Blanc de Blancs Brut Premier Cru,NY,PA,USD,66.99,5,1,,,,,750,12.5,,93,,,,93,,92,91,,,,
w545,Domaine du Vieux Telegraphe Vineyards ,https://www.wine.com/product/product/domaine-du-vieux-telegraphe-chateauneuf-du-pape-la-crau-blanc-2020/797952,Rhone White Blends,124,Chateauneuf-du-Pape,$89.99,"Chateauneuf-du-Pape, Rhone, France",797952,C/I: Long Tail,In Stock,WBO30285035_2020, ,Wine:Product Detail:Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau Blanc 2020,NY,PA,USD,89.99,5,1,5,1,winery-image,2020-03-12T19:49:23+0000,750,14.2,95.0,95,,,,,,93,93,,,,
w546,Il Molino di Grace  Winery Image,https://www.wine.com/product/product/il-molino-di-grace-chianti-classico-riserva-2018/837814,Sangiovese,622,Chianti Classico,$31.99,"Chianti Classico, Chianti, Tuscany, Italy",837814,C/I: Exception,In Stock,CGM47354_2018,Il Molino di Grace  Winery Image,Wine:Product Detail:Il Molino di Grace Chianti Classico Riserva 2018,NY,PA,USD,31.99,5,1,5,1,winery-image,2019-03-01T16:29:27+0000,750,0,91.0,92,,,,,,,,,92,,
w547,Ridgeline Vineyard Cabernet Sauvignon,https://www.wine.com/product/product/decoy-brut-cuvee/620603,Non-Vintage Sparkling Wine,989,California,$21.99,California,620603,C/I: Popular,In Stock,PIN963496_0,This storied vineyard is important to our Decoy Sonoma Country Cabernet Sauvignon and Merlot imparting lush fruit and structured tannins to the wines.,Wine:Product Detail:Decoy Brut Cuvee,NY,PA,USD,21.99,5,1,5,1,winery-image,2018-04-18T19:20:08+0000,750,13.5,,90,90,,,,,,,,,,
w548,Tenuta Sette Ponti Harvest,https://www.wine.com/product/product/tenuta-sette-ponti-crognolo-2020/1069364,Sangiovese,327,Tuscany,$32.99,"Tuscany, Italy",1069364,C/I: Popular,In Stock,CGM52830_2020,Tenuta Sette Ponti Tenuta Sette Ponti Harvest Winery Image,Wine:Product Detail:Tenuta Sette Ponti Crognolo 2020,NY,PA,USD,32.99,5,1,,,winery-image,2020-10-05T17:20:10+0000,750,14.5,93.0,90,,91,,,,,,,,,
w549,Vineyard View,https://www.wine.com/product/product/alexander-valley-vineyards-zinfandel-2018/1058768,Zinfandel,12,Alexander Valley,$22.99,"Alexander Valley, Sonoma County, California",1058768,C/I: Long Tail,In Stock,CGM52149_2018,720 acres on the home property in Northern Sonoma County.,Wine:Product Detail:Alexander Valley Vineyards Zinfandel 2018,NY,PA,USD,22.99,5,1,5,1,winery-image,2022-06-15T21:25:54+0000,750,14.9,,90,,,,90,,,,,,,
w550,Chardonnay Vineyards,https://www.wine.com/product/product/laurent-perrier-grand-siecle-no-25-sun-king-jacket-bottle-in-gift-box/959244,Non-Vintage Sparkling Wine,61,Champagne,$239.97,"Champagne, France",959244,C/I: Long Tail,In Stock,WBO30300333_0,Chardonnay Vineyards at the Laurent-Perrier Domaine in Tours-sur-Marne,Wine:Product Detail:Laurent-Perrier Grand Siecle No. 25 Sun King Jacket Bottle in Gift Box,NY,PA,USD,239.97,5,1,,,winery-image,2018-11-14T00:43:19+0000,750,12,99.0,95,96,95,,,,96,,,,,
w551,Margaret River Region ,https://www.wine.com/product/product/vasse-felix-filius-cabernet-sauvignon-2020/1145006,Cabernet Sauvignon,198,Margaret River,$24.99,"Margaret River, Western Australia, Australia",1145006,C/I: Long Tail,In Stock,WBO30290472_2020,Vasse Felix Margaret River Region  Winery Image,Wine:Product Detail:Vasse Felix Filius Cabernet Sauvignon 2020,NY,PA,USD,24.99,5,1,5,1,winery-image,2019-09-12T21:15:23+0000,750,14.5,92.0,93,,,,90,90,,,,,,
w552,Fonseca Port Aging Vat,https://www.wine.com/product/product/fonseca-vintage-port-2017/539513,Port,4,Douro,$119.99,"Douro, Portugal",539513,C/I: Exception,In Stock,CGM43704_2017,Fonseca Fonseca Port Aging Vat Winery Image,Wine:Product Detail:Fonseca Vintage Port 2017,NY,PA,USD,119.99,5,1,5,1,winery-image,2018-03-03T22:51:11+0000,750,20,95.0,97,,95,,94,98,98,,,,,
w553,CADE Estate Winery Image,https://www.wine.com/product/product/cade-howell-mountain-estate-cabernet-sauvignon-2019/1272166,Cabernet Sauvignon,312,Howell Mountain,$119.99,"Howell Mountain, Napa Valley, California",1272166,C/I: MAP,In Stock,WLD20472_2019,CADE Estate Winery Image,Wine:Product Detail:CADE Howell Mountain Estate Cabernet Sauvignon 2019,NY,PA,USD,119.99,5,1,,,winery-image,2018-06-13T20:31:40+0000,750,15.6,,93,,,,,,94,95,,,,
w554,Lionel Faury  Winery Image,https://www.wine.com/product/product/lionel-faury-cote-rotie-2019/780352,Syrah/Shiraz,45,Cote Rotie,$79.99,"Cote Rotie, Rhone, France",780352,C/I: Long Tail,In Stock,WBO30283742_2019,"Lionel Faury and his father Philippe
",Wine:Product Detail:Lionel Faury Cote Rotie 2019,NY,PA,USD,79.99,5,1,,,winery-image,2019-03-13T23:42:07+0000,750,14,,93,,,,94,,95,,,,,
w555,Vineyards of Salvatore Molettieri,https://www.wine.com/product/product/salvatore-molettieri-taurasi-vigna-cinque-querce-2015/1197362,Aglianico,25,Campania,$53.99,"Campania, Italy",1197362,C/I: Long Tail,In Stock,SKRITMLT1015_2015,Salvatore Molettieri Vineyards of Salvatore Molettieri Winery Image,Wine:Product Detail:Salvatore Molettieri Taurasi Vigna Cinque Querce 2015,NY,PA,USD,53.99,5,1,,,winery-image,2020-06-29T14:25:12+0000,750,14,,93,,,,,,,,,,,
w556,Wine Cellars,https://www.wine.com/product/product/mastroberardino-radici-fiano-di-avellino-2021/1097801,Fiano,308,Campania,$28.99,"Campania, Italy",1097801,C/I: Long Tail,In Stock,EDV132477_2021_2021,Mastroberardino Wine Cellars Winery Image,Wine:Product Detail:Mastroberardino Radici Fiano di Avellino 2021,NY,PA,USD,28.99,5,1,,,winery-image,2018-06-26T22:01:18+0000,750,13.5,94.0,90,,,,,,,,,,,
w557,Jean Pabiot Winery Image,https://www.wine.com/product/product/jean-pabiot-fines-caillottes-pouilly-fume-2021/1135443,Sauvignon Blanc,17,Pouilly-Fume,$29.99,"Pouilly-Fume, Loire, France",1135443,C/I: Long Tail,In Stock,VOSPAB21B001_2021,Jean Pabiot Winery Image,Wine:Product Detail:Jean Pabiot Fines Caillottes Pouilly Fume 2021,NY,PA,USD,29.99,5,1,,,winery-image,2018-02-01T23:41:45+0000,750,13.5,,91,,,,,,,,,,,
w558,Grapes from Casas del Bosque,https://www.wine.com/product/product/casas-del-bosque-reserva-sauvignon-blanc-2021/1080453,Sauvignon Blanc,128,Casablanca Valley,$15.99,"Casablanca Valley, Chile",1080453,C/I: Long Tail,In Stock,OPI86226_2021,Casas del Bosque workers often give motivational talks about sustainability and environment to students.,Wine:Product Detail:Casas del Bosque Reserva Sauvignon Blanc 2021,NY,PA,USD,15.99,5,1,,,winery-image,2019-09-27T23:32:35+0000,750,13.5,90.0,89,,,,,,,,,,,
w559,Rocca di Montegrossi Tour and Tastings,https://www.wine.com/product/product/rocca-di-montegrossi-san-marcellino-chianti-classico-gran-selezione-2017/1148586,Sangiovese,63,Chianti Classico,$63.99,"Chianti Classico, Chianti, Tuscany, Italy",1148586,C/I: Long Tail,In Stock,SKRITRDM2117_2017,Rocca di Montegrossi welcomes guest for a guided tours of the winery.,Wine:Product Detail:Rocca di Montegrossi San Marcellino Chianti Classico Gran Selezione 2017,NY,PA,USD,63.99,5,1,,,winery-image,2020-09-14T19:18:12+0000,750,14.57,91.0,93,,93,,94,,,92,,94,,
w560,Grand Cru Blanc de Blancs Brut,https://www.wine.com/product/product/champagne-legras-and-haas-grand-cru-blanc-de-blancs-brut/783173,Non-Vintage Sparkling Wine,469,Champagne,$63.99,"Champagne, France",783173,C/I: Long Tail,In Stock,PIN516719_0,"Champagne Legras & Haas Grand Cru Blanc de Blancs Brut from Champagne, France - ...",Wine:Product Detail:Champagne Legras & Haas Grand Cru Blanc de Blancs Brut,NY,PA,USD,63.99,5,1,,,,,750,12.5,94.0,90,,,,,,,92,,,,
w561,"Winemaker, Nicole Hitchock",https://www.wine.com/product/product/j-vineyards-cuvee-20-brut/27883,Non-Vintage Sparkling Wine,532,Russian River,$36.99,"Russian River, Sonoma County, California",27883,C/I: Popular,In Stock,CGM29892_0,"Winemaker Nicole Hitchcock has been leading the J Winery since 2015, crafting high quality wines that showcase J’s home in the Russian River Valley.",Wine:Product Detail:J Vineyards Cuvee 20 Brut,NY,PA,USD,36.99,5,1,5,1,winery-image,2020-02-03T19:15:06+0000,750,12.5,90.0,92,,90,,,91,,,93,,,
w562,Faustino Winery Image,https://www.wine.com/product/product/faustino-v-reserva-2016/1158688,Tempranillo,109,Rioja,$23.99,"Rioja, Spain",1158688,C/I: Long Tail,In Stock,OPI94709_2016,The aging cellar for the 11 million Gran Reserva bottles dating back to 1955. This represents 30% of the world’s Gran Reserva supply.,Wine:Product Detail:Faustino V Reserva 2016,NY,PA,USD,23.99,5,1,,,winery-image,2019-02-01T00:41:59+0000,750,13.5,93.0,90,,,,,91,,,,,,
w563,Harvest at Iron Horse,https://www.wine.com/product/product/iron-horse-wedding-cuvee-2018/987894,Vintage Sparkling Wine,50,Green Valley,$49.99,"Green Valley, Russian River, Sonoma County, California",987894,C/I: Popular,In Stock,VNT1050020018_01_2018,Iron Horse Harvest at Iron Horse Winery Image,Wine:Product Detail:Iron Horse Wedding Cuvee 2018,NY,PA,USD,49.99,5,1,5,1,winery-image,2018-03-18T00:02:24+0000,750,13.5,91.0,94,,,,,,,,,,,
w564,The Barrel Hall at Innocent Bystander,https://www.wine.com/product/product/innocent-bystander-yarra-valley-pinot-noir-2019/1164583,Pinot Noir,22,Yarra Valley,$22.99,"Yarra Valley, Victoria, Australia",1164583,C/I: Long Tail,In Stock,WLD18085_2019,Innocent Bystander The Barrel Hall at Innocent Bystander Winery Image,Wine:Product Detail:Innocent Bystander Yarra Valley Pinot Noir 2019,NY,PA,USD,22.99,5,1,,,winery-image,2019-03-25T20:43:29+0000,750,13.5,,90,,,,,,,,,,,
w565,Lini 910  Winery Image,https://www.wine.com/product/product/lini-910-labrusca-lambrusco-rose/534721,Sparkling Rosé,1148,Emilia-Romagna,$18.99,"Emilia-Romagna, Italy",534721,C/I: Long Tail,In Stock,WBO30213152_0,Lini 910  Winery Image,Wine:Product Detail:Lini 910 Labrusca Lambrusco Rose,NY,PA,USD,18.99,5,1,5,1,winery-image,2019-11-19T20:46:39+0000,750,11,,89,,,,,,,,,,,
w566,Committment to Sustainability,https://www.wine.com/product/product/hanzell-chardonnay-2018/1250451,Chardonnay,27,Sonoma Valley,$68.99,"Sonoma Valley, Sonoma County, California",1250451,C/I: Popular,In Stock,SKRUSHAN3018_2018,Hanzell is committed to regenerative organics and another level of sustainability considering themselves a farm first with the micro-ecosystem helping the vines thrive.,Wine:Product Detail:Hanzell Chardonnay 2018,NY,PA,USD,68.99,5,1,,,winery-image,2020-09-02T18:15:05+0000,750,13.8,,93,,,,,94,,,,,,
w567,Henriot Winery Video,https://www.wine.com/product/product/henriot-brut-souverain/84831,Non-Vintage Sparkling Wine,447,Champagne,$56.99,"Champagne, France",84831,C/I: Long Tail,In Stock,PIN545931_0,Henriot Winery Video,Wine:Product Detail:Henriot Brut Souverain,NY,PA,USD,56.99,5,1,5,1,winery-video,2018-10-19T17:32:59+0000,750,12,91.0,91,,92,,90,91,,,,,,
w568,The Vines,https://www.wine.com/product/product/chateau-la-vieille-cure-2017/422767,Bordeaux Red Blends,24,Fronsac,$38.99,"Fronsac, Bordeaux, France",422767,C/I: Direct Import,In Stock,FNY422767_2017,"Château La Vieille Cure appears on a famous 1780 map of the Guyenne region, known as the Belleyme map. Parish records show grapes were already grown here in the 17th century. ",Wine:Product Detail:Chateau La Vieille Cure 2017,NY,PA,USD,38.99,5,1,5,1,winery-image,2020-10-28T23:29:11+0000,750,15,92.0,92,,90,,,90,91,92,,,,
w569,The Cellars,https://www.wine.com/product/product/billecart-salmon-brut-rose-15-liter-magnum/57383,Sparkling Rosé,2,Champagne,$199.97,"Champagne, France",57383,C/I: Exception,In Stock,TEWFR1031A_0,Billecart-Salmon The Cellars Winery Image,Wine:Product Detail:Billecart-Salmon Brut Rose (1.5 Liter Magnum),NY,PA,USD,199.97,5,1,5,1,winery-image,2019-03-04T21:38:04+0000,1500,12,93.0,90,96,,,,92,,94,,,,
w570,The Team,https://www.wine.com/product/product/accendo-cellars-cabernet-sauvignon-2017/686066,Cabernet Sauvignon,27,Napa Valley,$359.99,"Napa Valley, California",686066,C/I: MAP,In Stock,PIN977343_2017,Two generations of the Araujo Family plus their partners for the last 25 years.,Wine:Product Detail:Accendo Cellars Cabernet Sauvignon 2017,NY,PA,USD,359.99,5,1,,,winery-image,2018-05-11T18:53:27+0000,750,14.8,,96,,,,,,95,,,,,
w571,Pol Roger Winery Image,https://www.wine.com/product/product/pol-roger-blanc-de-blancs-2015/1001349,Vintage Sparkling Wine,63,Champagne,$169.99,"Champagne, France",1001349,C/I: Long Tail,In Stock,WLD18555_2015,Pol Roger Winery Image,Wine:Product Detail:Pol Roger Blanc de Blancs 2015,NY,PA,USD,169.99,5,1,,,winery-image,2019-03-08T18:14:10+0000,750,0,94.0,94,,,,,,93,,,93,,
w572,Vineyards of Domaine de la Cote,https://www.wine.com/product/product/domaine-de-la-cote-blooms-field-pinot-noir-2021/1341042,Pinot Noir,23,Sta. Rita Hills,$109.99,"Sta. Rita Hills, Santa Barbara, Central Coast, California",1341042,C/I: MAP,In Stock,SKRUSDLC4121_2021,Domaine de la Cote Vineyards of Domaine de la Cote Winery Image,Wine:Product Detail:Domaine de la Cote Bloom's Field Pinot Noir 2021,NY,PA,USD,109.99,5,1,,,winery-image,2020-06-30T14:34:09+0000,750,13.1,95.0,93,,,,94,97,,,,,,
w573,Domaines Ott Corks,https://www.wine.com/product/product/domaines-ott-etoile-provence-rose-15-liter-magnum-2020/1054157,Rosé,1,Provence,$359.97,"Provence, South of France, France",1054157,C/I: Exception,In Stock,CGM51210_2020,Domaines Ott Domaines Ott Corks Winery Image,Wine:Product Detail:Domaines Ott Etoile Provence Rose (1.5 Liter Magnum) 2020,NY,PA,USD,359.97,5,1,,,winery-image,2020-04-13T21:03:18+0000,1500,0,,91,,93,,93,,94,,,,,
w574,Sustainability,https://www.wine.com/product/product/rocca-giovanni-barolo-ravera-di-monforte-2018/1175873,Nebbiolo,671,Barolo,$49.99,"Barolo, Piedmont, Italy",1175873,C/I: Long Tail,In Stock,TONFAR04_18_6PK_2018,"The Rocca family respect the traditions and land, use only eco-friendly treatments in the vineyard and adhere to a sustainable and organic winemaking philosophy.",Wine:Product Detail:Rocca Giovanni Barolo Ravera Di Monforte 2018,NY,PA,USD,49.99,5,1,5,1,winery-image,2022-05-23T15:41:43+0000,750,14.5,92.0,92,,,,,,,,,,,
w575,Papera Ranch Vineyard in Winter,https://www.wine.com/product/product/carlisle-piner-olivet-ranches-zinfandel-2021/1317333,Zinfandel,22,Russian River,$49.99,"Russian River, Sonoma County, California",1317333,C/I: Long Tail,In Stock,PSLCCA142_2021,Carlisle Papera Ranch Vineyard in Winter Winery Image,Wine:Product Detail:Carlisle Piner-Olivet Ranches Zinfandel 2021,NY,PA,USD,49.99,5,1,,,winery-image,2020-06-18T17:51:25+0000,750,15,,94,,,,,,,,,96,,
w576,Château de la HUSTE,https://www.wine.com/product/product/chateau-de-la-huste-2020/745582,Bordeaux Red Blends,175,Fronsac,$19.99,"Fronsac, Bordeaux, France",745582,C/I: Luxury BDX,In Stock,FNY745582_2020,Chateau de la Huste Château de la HUSTE Winery Image,Wine:Product Detail:Chateau de la Huste 2020,NY,PA,USD,19.99,5,1,,,winery-image,2020-02-12T21:07:22+0000,750,13.4,90.0,90,,90,,,,94,,,,,
w577,Monte Bello ,https://www.wine.com/product/product/ridge-grenache-blanc-2021/1189298,Grenache Blanc,59,Adelaida District,$42.99,"Adelaida District, Paso Robles, Central Coast, California",1189298,C/I: Long Tail,In Stock,WLD19225_2021,Ridge Monte Bello  Winery Image,Wine:Product Detail:Ridge Grenache Blanc 2021,NY,PA,USD,42.99,5,1,,,winery-image,2020-03-12T22:18:34+0000,750,13.8,93.0,91,,,,91,,,90,,,,
w578,Medici Vineyard,https://www.wine.com/product/product/j-christopher-dundee-hills-volcanique-pinot-noir-2018/925167,Pinot Noir,719,Dundee Hills,$42.99,"Dundee Hills, Willamette Valley, Oregon",925167,C/I: Long Tail,In Stock,WBO30297372_2018,A Riesling Block on the Marine Sediment Soils of the Medici Vineyard,Wine:Product Detail:J. Christopher Dundee Hills Volcanique Pinot Noir 2018,NY,PA,USD,42.99,5,1,5,1,winery-image,2019-12-17T23:19:22+0000,750,13.5,,94,,,,92,,,,,,,
w579,Tolaini  Winery Image,https://www.wine.com/product/product/tolaini-legit-cabernet-sauvignon-2018/824515,Cabernet Sauvignon,119,Tuscany,$44.99,"Tuscany, Italy",824515,C/I: Long Tail,In Stock,BJWBJ05412_2018,Tolaini  Winery Image,Wine:Product Detail:Tolaini Legit Cabernet Sauvignon 2018,NY,PA,USD,44.99,5,1,5,1,winery-image,2020-02-25T18:52:29+0000,750,14,,94,,,,,,92,,,,,
w580,Carpineto Winery Image,https://www.wine.com/product/product/carpineto-chianti-classico-riserva-2017/877392,Sangiovese,146,Chianti Classico,$27.99,"Chianti Classico, Chianti, Tuscany, Italy",877392,C/I: Popular,In Stock,OPI19999_2017,Carpineto Winery Image,Wine:Product Detail:Carpineto Chianti Classico Riserva 2017,NY,PA,USD,27.99,5,1,5,1,winery-image,2019-06-10T18:51:11+0000,750,13.5,,90,,,,,,90,,,,,
w581,Henriot Winery Video,https://www.wine.com/product/product/henriot-brut-blanc-de-blancs/129710,Non-Vintage Sparkling Wine,106,Champagne,$84.99,"Champagne, France",129710,C/I: Long Tail,In Stock,PIN983433_0,Henriot Winery Video,Wine:Product Detail:Henriot Brut Blanc de Blancs,NY,PA,USD,84.99,5,1,5,1,winery-video,2018-10-19T17:32:59+0000,750,12,92.0,93,,,,,,91,,,,,
w582,Chardonnay Vineyards,https://www.wine.com/product/product/laurent-perrier-grand-siecle-no-25/940921,Non-Vintage Sparkling Wine,51,Champagne,$229.99,"Champagne, France",940921,C/I: Long Tail,In Stock,WBO30290637_0,Chardonnay Vineyards at the Laurent-Perrier Domaine in Tours-sur-Marne,Wine:Product Detail:Laurent-Perrier Grand Siecle No. 25,NY,PA,USD,229.99,5,1,5,1,winery-image,2018-11-14T00:43:19+0000,750,12,99.0,95,96,95,,,,97,97,,,,
w583,Lewis Cellars,https://www.wine.com/product/product/lewis-cellars-alecs-blend-red-2019/781744,Other Red Blends,80,Napa Valley,$74.99,"Napa Valley, California",781744,C/I: Long Tail,In Stock,WDW10080100202619_2019,Lewis Cellars Lewis Cellars Winery Image,Wine:Product Detail:Lewis Cellars Alec's Blend Red 2019,NY,PA,USD,74.99,5,1,,,winery-image,2021-04-30T19:10:45+0000,750,15.5,,93,,,,,,,,,,,
w584,Whole cluster vinification,https://www.wine.com/product/product/chanson-pere-and-fils-pernand-vergelesses-les-vergelesses-premier-cru-2020/922793,Pinot Noir,13,Pernand-Vergelesses,$74.99,"Pernand-Vergelesses, Cote de Beaune, Cote d'Or, Burgundy, France",922793,C/I: Long Tail,In Stock,VNT0460250020_03_2020,"Domaine Chanson is specialized in whole cluster vinification, a risky but highly qualitative process.",Wine:Product Detail:Chanson Pere & Fils Pernand-Vergelesses Les Vergelesses Premier Cru 2020,NY,PA,USD,74.99,5,1,,,winery-image,2018-04-19T18:49:54+0000,750,14.5,91.0,91,95,93,92,,,,,,,,
w585,Giacomo Borgogno & Figli  Winery Image,https://www.wine.com/product/product/borgogno-barbera-dalba-2021/1215060,Barbera,147,Alba,$32.99,"Alba, Piedmont, Italy",1215060,C/I: Long Tail,In Stock,MSE451542_2021,Giacomo Borgogno & Figli  Winery Image,Wine:Product Detail:Borgogno Barbera d'Alba 2021,NY,PA,USD,32.99,5,1,,,winery-image,2020-01-07T19:37:40+0000,750,0,,90,,,,,,,,,,,
w586,Arnaldo Caprai Winery Image,https://www.wine.com/product/product/arnaldo-caprai-grecante-grechetto-2021/1153690,Grechetto,134,Umbria,$23.99,"Umbria, Italy",1153690,C/I: Long Tail,In Stock,WDW10000850352621_2021,Arnaldo Caprai Winery Image,Wine:Product Detail:Arnaldo Caprai Grecante Grechetto 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2019-06-03T16:53:16+0000,750,13.5,,90,,,,,,91,,,,,
